batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes,- energy_kcal_per_100g,- carbs_g_per_100g,- total_sugars_g_per_100g,- protein_g_per_100g,- fat_g_per_100g,- saturated_fat_g_per_100g,- fiber_g_per_100g,- sodium_mg_per_100g,- salt_g_per_100g
365,jiomart_momoo_momoo_allinone_nutrition_pack_nuts_powder_sprouted_ragi_cereal_millets_nutrimix_200g_x_3,"MOMOO All-in-One Nutrition Pack - Nuts Powder, Sprouted Ragi Cereal & Millets Nutrimix (200g x 3)",Momoo,baby,baby,200.0,g,1799.0,jiomart,550.0,70.0,10.0,20.0,30.0,15.0,5.0,200.0,2.0,,,,,,,,,,,,,,,
366,jiomart_two_brothers_organic_farms_two_brothers_organic_farms_100_pure_raw_unprocessed_honey_natural_multifl,"TWO BROTHERS ORGANIC FARMS 100% Pure Raw & Unprocessed Honey , Natural Multifloral Honey from Forest Blossoms | No Added Sugar or Preservatives | Rich in Antioxidants & Nutrients | Ideal for Immunity, Ayurveda & Daily Wellness | 450GM Glass Jar",Two Brothers Organic Farms,spread,sauce-ketchup-butter,450.0,g,349.0,jiomart,,,17.2,0.1,0.3,0.1,0.0,,,,,,,,,,,,,,,,,
367,jiomart_trinetra_trinetra_diet_atta_5_kg_pack,Trinetra Diet Atta 5 kg Pack,Trinetra,essentials,flour,5.0,kg,620.0,jiomart,369.0,74.2,4.3,10.5,1.8,0.9,1.2,1.0,0.3,"Wheat Flour, Semolina Flour, Baking Soda, Salt",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
368,jiomart_puramio_puramio_ice_cream_mix_chocolate_250g,"Puramio Ice Cream Mix- (Chocolate), 250g",Puramio,ready_to_eat,ready-to-eat,250.0,g,236.0,jiomart,550.0,58.8,44.5,6.9,33.4,20.2,1.8,350.0,0.6,,,,,,,,,,,,,,,
369,jiomart_farmbright_farmbright_premium_oil_combo_500ml_x_3_virgin_coconut_oil_groundnut_oil_pure_sesame_oil_c,"FARMBRIGHT Premium Oil Combo - 500ml x 3 | Virgin Coconut Oil | Groundnut Oil & Pure Sesame Oil | Cold Pressed, Unrefined, 100% Natural, Non-GMO | Ideal for Cooking, Hair & Skin Care",Farmbright,essentials,oil,500.0,ml,1115.0,jiomart,,0.0,0.0,0.0,14.2,8.5,0.0,0.0,0.0,"Virgin Coconut Oil, Groundnut Oil, Pure Sesame Oil",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
370,jiomart_date_crown_date_crown_premium_selection_medjool_200_g,Date Crown Premium Selection Medjool 200 g,Date Crown,essentials,dry-fruits-nuts,200.0,g,308.0,jiomart,,63.4,51.3,1.2,0.9,0.5,7.4,,,"Dates, Mustard Oil, Jaggery",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
371,jiomart_nakoda_nakoda_refined_groundnut_oil_5_liter,NAKODA Refined Groundnut Oil 5 Liter,Nakoda,essentials,oil,5.0,L,949.0,jiomart,,0.2,0.0,0.1,14.5,8.3,0.4,,0.2,"Groundnut oil, Mustard oil, Spices",10ml,50.0,,,,,,,,,,,,
372,jiomart_ahaar_ahaar_besan_micro_refined_10_kg_1_kg_x_10_pack,Ahaar Besan Micro Refined 10 kg (1 kg X 10 pack),Ahaar,essentials,flour,10.0,kg,1243.0,jiomart,360.0,64.5,4.2,10.1,11.8,6.9,0.5,0.2,0.1,,,,,,,,,,,,,,,
373,jiomart_bingo_bingo_original_chilli_sprinkled_potato_chips_85_g,Bingo Original Chilli Sprinkled Potato Chips 85 g,Bingo,snacks,chips-namkeen,85.0,g,31.0,jiomart,369.0,24.5,2.9,4.7,18.8,10.3,0.5,350.0,2.4,,,,,,,,,,,,,,,
374,jiomart_green_piece_green_piece_edible_liquid_food_colour_15_ml_eachpack_of_10,Green Piece Edible Liquid Food Colour .(15 ml each)(Pack of 10),Green Piece,flavourings,pickles-chutney,15.0,ml,399.0,jiomart,,,,,0.1,0.05,0.0,10.0,2.0,,,,,,,,,,,,,,,
375,jiomart_groshaat_groshaat_rice_flour_20_kg_pack,Groshaat Rice Flour 20 kg Pack,Groshaat,essentials,flour,20.0,kg,1870.0,jiomart,350.0,70.0,2.5,4.5,1.8,0.9,1.2,10.0,0.3,,,,,,,,,,,,,,,
376,jiomart_britannia_britannia_laughing_cow_roasted_garlic_cheese_180_g,Britannia Laughing Cow Roasted Garlic Cheese 180 g,Britannia,dairy,cheese-paneer,180.0,g,79.0,jiomart,370.0,7.5,4.2,10.3,28.6,18.1,0.5,350.0,2.8,,,,,,,,,,,,,,,
377,jiomart_red_cliff_red_cliff_edible_yellow_chocolate_powder_color_for_cakes_desserts_and_confectionery_rich_i,"RED CLIFF Edible Yellow Chocolate Powder Color for Cakes, Desserts, and Confectionery - Rich, Intense Dark Cocoa Hue for Professional Baking and Decorating | 10ml ",|Red Cliff,flavourings,pickles-chutney,10.0,ml,169.0,jiomart,,,35.1,2.5,14.3,11.4,0.7,,,"Mustard Oil, Sugar, Cocoa Powder",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
378,jiomart_organic_tattva_organic_tattva_organic_wheat_maida_1kg_100_vegan_fibre_rich_and_no_preservatices,"Organic Tattva, Organic Wheat Maida 1Kg | 100% Vegan, Fibre Rich and NO Preservatices",Organic Tattva,essentials,flour,1.0,kg,112.0,jiomart,,64.7,0.2,12.4,2.6,1.3,13.8,,0.3,,,,,,,,,,,,,,,
379,jiomart_tata_gold_tata_gold_leaf_tea_1_kg,Tata Gold Leaf Tea 1 kg,Tata Gold,beverage,tea-cofee,1.0,kg,499.0,jiomart,,3.8,1.2,0.4,0.1,0.05,0.3,,,"Mustard oil, Tea leaves, Black tea extract, Jaggery syrup, Spices (including Cinnamon, Cardamom)",30g,7.0,,,,,,,,,,,,
380,jiomart_keya_keya_wheat_spirali_fusilli_1_kg,Keya Wheat Spirali Fusilli 1 kg,Keya,noodles_pasta,noodles-pasta,1.0,kg,126.0,jiomart,,34.2,1.4,6.3,0.9,0.5,0.8,2.1,0.3,"Wheat Flour, Semolina, Sugar, Salt, Vegetable Oil, Spices",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
381,jiomart_ritually_pure_ritually_pure_100_organic_double_refined_sulphurless_sugar_1_kg_each_pack_of_2_2_kg,Ritually Pure 100% Organic | Double Refined Sulphurless Sugar | 1 Kg Each | Pack of 2 | 2 Kg,Ritually Pure,essentials,salt-sugar,1.0,kg,330.0,jiomart,,0.0,99.9,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,
382,jiomart_ritually_pure_ritually_pure_100_organic_sooji_semolina_no_pesticides_1_kg_pack,Ritually Pure 100% Organic | Sooji (Semolina) | No Pesticides | 1 Kg Pack,Ritually Pure,essentials,flour,1.0,kg,235.0,jiomart,360.0,74.2,1.8,9.4,3.5,0.7,1.2,2.0,0.8,,,,,,,,,,,,,,,
383,jiomart_ritually_pure_ritually_pure_100_organic_pulses_masoor_lal_dal_masoor_split_500_gm_pack,Ritually Pure 100% Organic Pulses | Masoor Lal Dal | Masoor Split | 500 Gm pack,Ritually Pure,essentials,pulses,500.0,g,199.0,jiomart,348.0,69.8,0.9,15.2,3.6,1.4,8.5,0.7,0.2,,,,,,,,,,,,,,,
384,jiomart_green_piece_green_piece_mexican_salsa_dipsspreads_250gm_x_1,Green Piece Mexican Salsa Dips&Spreads (250gm x 1),Green Piece,flavourings,pickles-chutney,250.0,g,244.0,jiomart,,7.5,4.2,0.3,12.1,8.5,0.6,350.0,2.5,,,,,,,,,,,,,,,
385,jiomart_choyo_choyo_chengu_veg_hakka_noodles_spice_in_every_strand_19,CHOYO Chengu Veg Hakka Noodles: Spice in Every Strand *19,Choyo,noodles_pasta,noodles-pasta,,,2400.0,jiomart,370.0,64.2,4.5,10.1,13.8,3.9,0.6,350.0,2.5,,,,,,,,,,,,,,,
386,jiomart_ritually_pure_ritually_pure_100_organic_soyabean_dana_no_pesticides_500_gm_each_pack_of_2_1_kg,Ritually Pure 100% Organic | Soyabean Dana | No Pesticides | 500 Gm Each | Pack of 2 | 1 Kg,Ritually Pure,essentials,wheat-soya,500.0,g,280.0,jiomart,369.0,64.6,2.8,21.4,16.5,1.3,7.6,0.2,0.4,,,,,,,,,,,,,,,
387,jiomart_momsy_momsy_premium_450gm_home_made_mother_hand_made_herbal_amla_murabba,"Momsy Premium (450gm) Home Made, Mother Hand Made Herbal Amla Murabba",Momsy,flavourings,pickles-chutney,450.0,g,171.0,jiomart,60.0,17.5,16.2,0.8,3.5,1.2,0.4,10.0,6.0,,,,,,,,,,,,,,,
388,jiomart_apka_kisan_apka_kisan_sehori_wheat_sehori_lokvan_whole_wheat_5_kg_golden_grain_washed_and_dried_grai,"APKA KISAN | SEHORI WHEAT | SEHORI LOKVAN WHOLE WHEAT | 5 KG | GOLDEN GRAIN | WASHED AND DRIED GRAIN | NO PRESERVATIVE | GENHU | FARMERS OF SEHORE, MADHYA PRADESH",Apka Kisan,essentials,wheat-soya,5.0,kg,499.0,jiomart,,71.6,2.1,12.3,0.5,0.3,2.7,,1.4,"whole wheat, soya, jaggery, mustard oil",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
389,jiomart_goshudh_goshudh_sabut_moong_dal_1_kg_whole_moong_dal,Goshudh Sabut Moong Dal 1 kg Whole Moong Dal,Goshudh,essentials,pulses,1.0,kg,160.0,jiomart,348.0,72.3,1.2,16.8,0.9,0.4,1.6,1.0,2.0,,,,,,,,,,,,,,,
390,jiomart_nut_urge_nut_urge_brazil_nuts_150_g_i_freshly_packed_i_delicious_and_nutritious_snack_i_rich_in_sele,NUT URGE Brazil Nuts 150 g I Freshly Packed I Delicious and Nutritious Snack I Rich in Selenium I Supports Healthy Thyroid,Nut Urge,essentials,dry-fruits-nuts,150.0,g,639.0,jiomart,,,,20.6,51.9,13.3,4.2,0.5,,"Brazil nuts, Mustard oil",30g,7.0,,,,,,,,,,,,
391,jiomart_popcorn_company_popcorn_company_cotton_candybuddhi_ke_baalcandy_floss_lichi_flavour_pack_of_3_240g,Popcorn & Company Cotton Candy/Buddhi ke baal/Candy Floss Lichi Flavour Pack of 3- 240g,Popcorn & Company,chocolate,chocolate,240.0,g,215.0,jiomart,550.0,63.2,44.8,4.1,32.5,20.3,0.6,10.0,2.0,,,,,,,,,,,,,,,
392,jiomart_momsy_momsy_premium_multigrain_choco_fills_made_with_oats_corn_wheat_rice_zero_cholesterol_450gm,"Momsy Premium Multigrain Choco Fills (Made with Oats, Corn, Wheat, Rice, Zero Cholesterol (450gm)",Momsy,snacks,biscuit,450.0,g,283.0,jiomart,350.0,55.0,10.0,5.0,15.0,8.0,2.0,200.0,1.0,,,,,,,,,,,,,,,
393,jiomart_classic_harvest_classic_harvest_jaggery_1500g_pack_of_3_500g_each_,"Classic Harvest Jaggery 1500g, ( Pack of 3, 500g Each )",Classic Harvest,essentials,salt-sugar,1500.0,g,332.0,jiomart,355.0,70.8,63.2,0.4,7.5,1.3,0.6,10.0,2.0,,,,,,,,,,,,,,,
394,jiomart_pink_delight_pink_delight_rajgiri_atta_400_gm_sabudana_200_gm_makhana_100_gm_rock_salt_100_gm_800_gm,Pink Delight Rajgiri Atta 400 Gm + Sabudana 200 Gm + Makhana 100 Gm + Rock Salt 100 Gm | 800 GM,Pink Delight,essentials,flour,400.0,g,340.0,jiomart,,65.0,1.5,12.2,3.9,1.8,4.0,,2.5,,,,,,,,,,,,,,,
395,jiomart_gowardhan_gowardhan_soft_nutritious_paneer_classic_block_200_g,Gowardhan Soft & Nutritious Paneer Classic Block 200 g,Gowardhan,dairy,cheese-paneer,200.0,g,95.0,jiomart,,2.8,1.5,11.4,14.9,7.3,,0.2,0.5,,,,,,,,,,,,,,,
396,jiomart_food_library_the_magic_of_nature_nestle_nescafe_3_in_1_rich_blend_brew_instant_coffee_25_sticks_made,Nestle Nescafe 3 In 1 Rich Blend & Brew Instant Coffee (25 Sticks) Made From Premium Quality Beans Food Library The Magic of Nature,Food Library The Magic Of Nature,beverage,tea-cofee,3.0,In,999.0,jiomart,350.0,64.0,63.0,10.0,16.0,12.0,0.0,150.0,1.5,"Mustard Oil, Sugar, Skimmed Milk Powder, Whey Protein Concentrate, Instant Coffee Powder, Salt, Flavour Enhancers (Monosodium Glutamate, Disodium Inosinate), Colourants (E160a, E160c)",30g,7.0,,,,,,,,,,,,
397,jiomart_starbucks_starbucks_creamy_mocha_delight_frappuccino_coffee_drink_250_ml_imported_from_usa,Starbucks Creamy Mocha delight Frappuccino coffee drink 250 Ml - Imported from USA,Starbucks,beverage,tea-cofee,250.0,ml,390.0,jiomart,,34.1,33.6,3.2,12.8,9.5,,140.0,0.4,,,,,,,,,,,,,,,
398,jiomart_natrixeed_natrixeed_dhaga_mishri_rock_sugar_pure_thread_crystal_thread_mishri_mishri_crystal_750g_,"NATRIXEED Dhaga Mishri, Rock Sugar | Pure Thread Crystal | Thread Mishri | Mishri Crystal ( 750g )",Natrixeed,essentials,salt-sugar,750.0,g,209.0,jiomart,,,11.8,0.2,1.5,0.9,0.3,,4.8,,,,,,,,,,,,,,,
399,jiomart_green_piece_green_piece_spout_jain_pizza_pasta_sauce_with_no_onion_no_garlic_and_eggless_mayonnaise2,Green Piece Spout Jain Pizza Pasta Sauce With No Onion No Garlic and Eggless Mayonnaise(200gm x 2) (Pack of 2),Green Piece,spread,sauce-ketchup-butter,200.0,g,259.0,jiomart,,6.2,3.5,0.8,14.1,9.5,0.2,250.0,0.7,,,,,,,,,,,,,,,
400,jiomart_gulab_gulab_kaju_pista_cookies_300gm,Gulab Kaju Pista Cookies 300gm,Gulab,snacks,biscuit,300.0,g,160.0,jiomart,550.0,65.0,20.0,8.0,30.0,12.0,2.0,350.0,4.0,,,,,,,,,,,,,,,
